X,Y,OBJECTID,Facility,County,Address,City,ZipCode,Type,ResidentialWellsSampled,SiteLead,SiteLeadEmail,SiteLeadPhone,Hyperlink,Longitude,Latitude,Status,GlobalID
-85.084346002,43.2813919980001,8993,Stanton Wastewater Treatment Plant,Montcalm,Brown Road,Stanton,48888,Wastewater,No,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-291-3418,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/montcalm-county/stanton-wwtp,-85.084346,43.281392,Final,{98F565A0-674F-4E56-8BE2-076355D82E02}
-85.560276463,42.3431414140001,9393,Hydro Extrusion USA,Kalamazoo,5575 North Riverview Drive,Kalamazoo,49004,Industrial,Yes,Erica Bays,BaysE@Michigan.gov,269-350-0080,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/hydro-extrusion-usa,-85.56027646,42.34314142,Final,{9C737380-5DC4-4A76-88D7-247ED364E436}
-85.511294993,42.805126988,9793,Caledonia Wastewater Treatment Plant,Kent,8701 Cherry Valley Road,Caledonia,49316,Wastewater,TBD,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-291-3418,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/caledonia-wwtp,-85.511295,42.805127,Final,{1AF0B56F-A393-4B30-8509-AE53AA4A3DA0}
-84.770000001,43.604444007,10193,104 North Kinney,Isabella,104 North Kinney,Mt. Pleasant,48858,Laundromat/Dry Cleaner,No,Jeremy Boothroyd,BoothroydJ@Michigan.gov,989-891-6932,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/isabella-county/104-north-kinney-avenue,-84.77,43.604444,Final,{525AE972-76D3-45CB-8DAA-9AB54614BFFB}
-85.850799009,42.5366739990001,10593,Rockwell International Corporation,Allegan,1 Glass Street,Allegan,49010,Industrial,No,Shelby Bahaw,BahawS@Michigan.gov,517-388-4899,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/rockwell-international-corporation,-85.850799,42.536674,Final,{600A916E-05B2-4346-97B4-CA24ACC42B67}
-83.751011109,42.9648861100001,10596,Bishop International Airport Authority,Genesee,3425 W. Bristol Road,Flint,48507,Airport,No,Brian Kuberski,Kuberskib@michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/bishop-international-airport-authority,-83.751011,42.964886,Final,{51E4B4EE-F878-4B1E-9068-FA6DC95A76E6}
-83.65297001,43.0311329900001,10597,Delphi Plants 400 and 500,Genesee,2926 Davison Road,Flint,48506,Industrial,No,Nicole Sanabria,SanabriaN@Michigan.gov ,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/delphi-plants-400-500,-83.65297,43.031133,Final,{F2BDE0EE-6FC1-412F-8551-8FB7C85772A5}
-83.9139999929999,42.593999984,10993,Lucy Road Landfill,Livingston,Lucy Road,Howell ,48843,Landfill,Yes,Rebecca Taylor,taylorr@michigan.gov,517-294-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/lucy-road-landfill,-83.914,42.594,Final,{48403ED6-B6F9-4836-9A38-DE34D0944CFB}
-86.2579290099999,46.0028170050001,11393,Haywire Landfill,Schoolcraft,Highway M-94,"Manistique, Hiawatha Township",49854,Landfill,No,Mary Ann St Antoine,StAntoineM@Michigan.gov,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/schoolcraft-county/haywire-landfill,-86.257929,46.002817,Final,{4C7355C5-81CA-4760-B1E1-D1141E8CC6EE}
-84.537057997,42.7689219960001,11793,"Daggett Sand & Gravel, Inc. Landfill",Ingham,930 East Sheridan Road,Lansing,48906,Landfill,No,Evin Maguire,MaguireE@Michigan.gov ,517-388-3525,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ingham-county/daggett-sand-gravel-landfill,-84.537058,42.768922,Final,{364DD340-466B-4AE2-8685-C251408BFA55}
-88.0648399999999,45.801011997,12193,Grede LLC Iron Mountain (Grede Landfill),Dickinson,801 South Carpenter Avenue,Kingsford,49802,Landfill,Yes,Mary Ann St Antoine,StAntoineM@Michigan.gov ,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/dickinson-county/grede-landfill,-88.06484,45.801012,Final,{76D95884-4942-4A4E-80A5-544133923FDC}
-83.2838300019999,42.6609354060001,12593,GM LLC Pontiac North Campus,Oakland,1 Pontiac Plaza, Pontiac               ,48340,Industrial,No,Nicole Sanabria,SanabriaN@michigan.gov ,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/gm-lcc-pontiac-north-campus,-83.28383,42.66093,Final,{B24AFC81-70C7-4A04-A084-8BEFFA7F1DB9}
-86.274455001,42.3836589950001,13393,Former Four Star Property,Van Buren,1391 Kalamazoo Street (formerly 1415 Kalamazoo Street),South Haven,49090,Plating,Yes,Rachel Golota,GolotaR@Michigan.gov,269-370-2404,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/van-buren-county/four-star-property,-86.274455,42.383659,Final,{70A03BBF-A11A-4DF8-90FC-7A1F49A5AAF9}
-86.256773,43.2845800000001,13793,Former BASF Muskegon,Muskegon,1740 Whitehall Rd,North Muskegon,49445,Industrial,TBD,Joe Rogers,RogersJ5@Michigan.gov ,517-599-5312,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/former-basf-muskegon,-86.256773,43.28458,Final,{323B9335-9D50-4767-A8F0-B0D89E950515}
-83.8248899979999,42.4582699810001,13794,Hamburg Township WWTP,Livingston,6400 East M-36,Hamburg,48139,Wastewater,Yes,Kevin Wojciechowski,wojciechowskik@michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/hamburg-township-wwtp,-83.82489,42.45827,Final,{FF167414-CC15-46AC-82DE-C5D3EB84AFA3}
-83.963417003,42.623255993,13795,2440 West Highland Road – Upland Area of the Shiawassee River Superfund Site,Livingston,2440 W Highland Road,Howell,48843,Industrial,Yes,Mary B. Schafer,Schaferm2@Michigan.gov,517-582-1663,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/2440-west-highland-road,-83.963417,42.623256,Final,{222CA67B-594E-4D27-BCAC-4D67EAEE0F5D}
-86.272198021,42.3839700010001,14193,1421 Kalamazoo Street ,Van Buren,1421 Kalamazoo Street ,South Haven,49090,Industrial,Yes,Rachel Golota,GolotaR@Michigan.gov,269-370-2404,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/van-buren-county/1421-kalamazoo-street,-86.272198,42.38397,Final,{925FD323-5C65-427C-85CB-3F966A918E92}
-84.864389999,43.875799994,14593,Surrey Township Landfill,Clare,7590 Old State Road,Farwell,48622,Landfill,Yes,Scott Malusi,malusis@michigan.gov,989-891-6983,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/clare-county/surrey-township-landfill,-84.86439,43.87583,Final,{9E5C5ACA-9543-42C3-8C42-73902B065F91}
-85.838277005,43.3232070020001,14993,Riveridge Sewage Lagoon,Newaygo,12624 S Ferris Ave,Grant,49327,Wastewater,No,Kent Walters,WaltersK7@Michigan.gov,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/newaygo-county/riveridge-sewage-lagoon,-85.838277,43.323207,Final,{46079EDA-A8CB-4172-923C-203A039646AD}
-85.737629001,43.1420770030001,15393,Sparta Foundry Waste Facility ,Kent,9737 Laubach Ave,Sparta,49345,Landfill,No,Kent Walters,WaltersK7@Michigan.gov,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/sparta-foundry-waste-facility,-85.737629,43.142077,Final,{957EDC46-FB06-4C12-B989-2B12746C17B4}
-83.851653001,42.52808,15793,Former Genoa Township Oak Pointe WWTP   ,Livingston,5341 Brighton Road,Brighton,48116,Wastewater,TBD,Kevin Wojciechowski ,wojciechowskik@michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/former-genoa-township-oak-pointe-wwtp,-83.851653,42.52808,Final,{8AAE06C9-589A-4BA2-BA38-BE6EC8F1A3D0}
-83.0420919919999,42.4987540010001,16193,U.S. Army Garrison - Detroit Arsenal,Macomb,6501 East 11 Mile Road,Warren,48397,Military,No,Beth Place,placeb1@michigan.gov,517-899-7524,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/macomb-county/us-army-garrison-detroit-arsenal,-83.042092,42.498754,Final,{C98B8E2F-5239-4670-BB81-E4C249F5A533}
-85.6542039999999,42.6773900800001,16593,Wayland Recycling Inc.,Allegan,763 W. Elm Street,Wayland,49348,Industrial,Yes,Kathleen Ekstrum,EkstrumK@michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/wayland-recycling,-85.65420423,42.67739008,Final,{267C6C9B-3F17-41EA-BAD5-1731DF595698}
-84.73904444,42.7772000000001,16594,Grand Ledge National Guard Annex Property,Clinton,16583 Wright Road,Grand Ledge,48837,Military,Yes,Kim Sakowski,sakowskik@michigan.gov,517-582-2219,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/clinton-county/grand-ledge-national-guard-annex-property,-84.73904444,42.7772,Final,{31778155-1C7F-47AF-B4E2-B49877CC23B4}
-85.046333445,42.9784217700001,16994,Ionia City Landfill,Ionia,Cleveland St.,Ionia,48846,Landfill,No,Jason Harnick,Harnickj1@michigan.gov,517-599-7421,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ionia-county/ionia-city-landfill,-85.04633345,42.97842177,Final,{B19DC0A8-17DE-424B-93A1-0BED3AE50F85}
-83.19901,42.106639,16995,DSC McLouth Steel-Gibraltar Plant,Wayne,28000 West Jefferson,Gibraltar,48173,Landfill,Yes,Samantha Belisle,belisles1@michigan.gov,517-290-0686,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/mclouth-steel-gibraltar,-83.19901,42.106639,Final,{345CB8A3-D6A9-45D4-82D4-6F9FFAE0197F}
-85.693278,42.464298,17393,Former Menasha Paper Mill,Allegan ,320 North Farmer,Otsego,49078,Paper Manufacturing,Yes,Ray Spaulding,spauldingr1@michigan.gov,517-290-2401,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/former-menasha-paper-mill,-85.693278,42.464298,Final,{48CC4530-4A73-4DC3-A665-EB3D9F7DCA1E}
-85.683862,42.46874,17394,Menasha Landfill,Allegan ,255 East River Street,Otsego,49078,Landfill,Yes,Ray Spaulding,spauldingr1@michigan.gov,517-290-2401,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/menasha-landfill,-85.683862,42.46874,Final,{6C2490BF-485B-4191-A515-0BA9E8D3708D}
-84.38258536,42.23033975,17793,Michner Plating – Angling Road,Jackson,1725 Angling Rd.,Jackson,49203,Plating,Yes,Martha Thompson,ThompsonM31@michigan.gov,517-285-3461,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/jackson-county/michner-plating-angling-road,-84.38258536,42.23033975,Final,{C3D7D954-51C2-4286-B02B-23F9E003B4F1}
-85.53764,43.1296087600001,18193,5312 11 Mile Road NE,Kent,5312 11 Mile Road NE,Rockford,49341,Tannery,Yes,Leah Gies,GiesL1@Michigan.gov,616-215-4781,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/5312-11-mile-road-ne,-85.53764,43.12960876,Final,{3260842B-A3C4-42E1-8B82-9B097F273905}
-86.11878348,43.2107088600001,18593,Bofors Nobel,Muskegon,5025 Evanston Avenue,Egelston Township,49443,Industrial,No,Mark Reimann,ReimannM@michigan.gov,517-290-9379,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/bofors-nobel,-86.11878348,43.21070886,Final,{2B1F99B5-E901-49F5-8760-60268218D64B}
-88.497,47.2470000000001,18993,North Houghton County Water and Sewer Authority Wastewater Treatment Plant,Houghton,23749 Highway M-203,Calumet,49913,Wastewater,No,Sydney Ruhala,RuhalaS@michigan.gov,517-599-5356,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/houghton-county/north-houghton-county-wsawtp,-88.497,47.247,Final,{9CC88D03-1300-411D-A438-3FEB3F3423AF}
-84.616159,44.4933510000001,19393,Roscommon Area Public Schools WWTP,Roscommon,175 West Sunset Drive,Roscommon,48653,Wastewater,Yes,Kevin Wojciechowski,wojciechowskik@michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/roscommon-county/roscommon-area-public-schools-wwtp,-84.616159,44.493351,Final,{36286643-1C8D-4693-B886-B9AE05E30B16}
-85.2017069999999,44.7266940000001,19394,Kalkaska WWTP,Kalkaska,1005 Island Lake Road NW,Kalkaska,49646,Wastewater,Yes,Kevin Wojciechowski,wojciechowskik@michigan.gov,586-753-3891,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalkaska-county/kalkaska-wwtp,-85.201707,44.726694,Final,{D565614D-140F-420B-A280-9566770035DC}
-83.974853831,42.3977052380001,19793,Multi Lake Water and Sewer Authority Wastewater Treatment Plant,Washtenaw,12088 North Territorial Road,Dexter,48130,Wastewater,Yes,Sydney Ruhala,RuhalaS@michigan.gov,517-599-5356,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/washtenaw-county/multi-lake-wsawtp,-83.97485383,42.39770524,Final,{5C178E81-EBE2-45EB-BD80-3BB131434BDE}
-83.4120444439999,44.6829388890001,20193,220 and 222 South 2nd Street,Alcona,220 and 222 South 2nd Street,Lincoln,48742,Fire Station,Yes,Lisa Kruse,KruseL@Michigan.gov,989-370-1424,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/alcona-county/220-222-south-2nd-street,-83.41204444,44.68293889,Final,{99E1A42F-A0CD-41E1-AA3E-47A9EFBB754F}
-83.9135106269999,42.593146232,20993,Regal Recycling (former),Livingston,645 Lucy Road,Howell,48843,Industrial,TBD,Rebecca Taylor,TaylorR@Michigan.gov,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/regal-recycling,-83.91351063,42.59314623,Final,{1B0958B9-3907-46FA-AF76-66064256821F}
-86.3025593899999,41.98833231,21393,Michigan Tube Division,Berrien,6400 Love Road,Eau Claire,49111,Plating,Yes,Kate Ekstrum,EkstrumK@Michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/michigan-tube-division,-86.30255939,41.98833231,Final,{5EA46888-19D1-4509-BDF0-6016F0C818BA}
-86.231903,43.2023848600001,21394,Quality Plating,Muskegon,2712 McIlwraith,Muskegon Heights,49444,Plating,No,Rikki Oden,OdenR@michigan.gov,517-290-9223,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/quality-plating,-86.231903,43.20238486,Final,{C1690BC6-C5DB-4E13-AD21-4EEE35D66A42}
-85.5400433,42.6367779400001,21794,Misak Landfill,Barry,1075 South Patterson Road,Yankee Springs,49348,Landfill,Yes,Lynn Gosson,gossonl1@michigan.gov,616-648-6937,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/barry-county/misak-landfill,-85.5400433,42.63677794,Final,{756F19B7-DB25-4F53-9138-B82C1DD5D2C7}
-88.038942,45.804655,21795,Central Landfill Authority,Dickinson County,Hydraulic Falls Road,Iron Mountain,49801,Landfill,Yes,Mary Ann St. Antoine,StantoineM@Michigan.gov,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/dickinson-county/central-landfill-authority,-88.038942,45.804655,Final,{898A53C5-408E-465C-B553-A9AD0830A2A0}
-83.890953,43.572011,22194,"Bay City Fire Department, Station #2",Bay,1000 Fremont Avenue,Bay City,48708,Fire Station,No,Melissa Yuvan,yuvanm@michigan.gov,989-891-6087,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/bay-county/bay-city-fire-department-station-2,-83.890953,43.572011,Final,{C0915719-C18D-445A-8AF3-7F01712263E7}
-85.230935,44.1989580000001,22594,McBain Sanitary Wastewater Treatment Plant,Missaukee,261 North Cherry Street,McBain,48657,Wastewater,No,Kevin Wojciechowski,wojciechowskik@michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/missaukee-county/mcbain-sanitary-wwtp,-85.230935,44.198958,Final,{264C6636-4794-432B-A705-F88779D10006}
-86.287788813,43.9469609000001,23489,Mason County Sanitary Landfill,Mason County,"600 W 1st St, Scottville, MI, 49454, USA",Scottville,49454,Landfill,No,James Staley,Staleyj1@michigan.gov,(231) 429-1945,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/mason-county/mason-county-landfill,-86.28778881,43.9469609,Final,{CBA4BDBB-98BF-47C0-8950-8BF4C9DE9FF0}
-86.372935452,43.3550032630001,24296, Former Fruitland Township Landfill,Muskegon County,"5281 Michillinda Rd, Whitehall, MI, 49461, USA",Whitehall,49461,Landfill,Yes,Matthew Pfister,PfisterM@Michigan.gov,616-485-7861,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/fruitland-township-landfill,-86.37293545,43.35500326,Final,{B38A0855-5FD9-489E-866E-5BB469AEAE00}
